team_a,team_b,diff_avg_goals_for,diff_avg_goals_against,diff_win_rate,diff_recent_form,label
Italy,Austria,0.05941005400914001,-0.6929788117989197,0.12837557125051935,0.3999999999999999,1
Austria,Italy,-0.05941005400914001,0.6929788117989197,-0.12837557125051935,-0.3999999999999999,0
Czechoslovakia,Germany,-0.6469696969696976,0.5,-0.3151515151515152,-0.3999999999999999,1
Germany,Czechoslovakia,0.6469696969696976,-0.5,0.3151515151515152,0.3999999999999999,0
Germany,Austria,0.630877742946709,-0.6206896551724137,0.26802507836990597,1.4,1
Austria,Germany,-0.630877742946709,0.6206896551724137,-0.26802507836990597,-1.4,0
Italy,Czechoslovakia,0.0755020080321287,-0.572289156626506,0.17550200803212856,-0.6000000000000001,1
Czechoslovakia,Italy,-0.0755020080321287,0.572289156626506,-0.17550200803212856,0.6000000000000001,0
Switzerland,Germany,-0.7500000000000007,0.7878787878787878,-0.34848484848484845,-1.0,0
Germany,Switzerland,0.7500000000000007,-0.7878787878787878,0.34848484848484845,1.0,0
Hungary,Dutch East Indies,2.71875,-4.21875,0.46875,0.8,1
Dutch East Indies,Hungary,-2.71875,4.21875,-0.46875,-0.8,0
France,Belgium,0.5283174865646962,-0.40636626705250123,0.13311285655229438,0.8,1
Belgium,France,-0.5283174865646962,0.40636626705250123,-0.13311285655229438,-0.8,0
Cuba,Romania,0.23809523809523814,2.4761904761904763,-0.04761904761904756,0.4666666666666668,0
Romania,Cuba,-0.23809523809523814,-2.4761904761904763,0.04761904761904756,-0.4666666666666668,0
Italy,Norway,0.6671686746987953,-0.07228915662650603,0.29216867469879515,0.3999999999999999,1
Norway,Italy,-0.6671686746987953,0.07228915662650603,-0.29216867469879515,-0.3999999999999999,0
Brazil,Poland,0.7056451612903225,-0.3095533498759304,0.18920595533498763,0.19999999999999996,1
Poland,Brazil,-0.7056451612903225,0.3095533498759304,-0.18920595533498763,-0.19999999999999996,0
Czechoslovakia,Netherlands,-0.2533333333333334,0.54,-0.17333333333333345,0.8,1
Netherlands,Czechoslovakia,0.2533333333333334,-0.54,0.17333333333333345,-0.8,0
Cuba,Romania,0.23809523809523814,2.4761904761904763,-0.04761904761904756,0.4666666666666668,1
Romania,Cuba,-0.23809523809523814,-2.4761904761904763,0.04761904761904756,-0.4666666666666668,0
Switzerland,Germany,-0.7500000000000007,0.7878787878787878,-0.34848484848484845,-1.0,1
Germany,Switzerland,0.7500000000000007,-0.7878787878787878,0.34848484848484845,1.0,0
Brazil,Czechoslovakia,0.6583333333333334,-0.5192307692307692,0.30641025641025654,-0.8,0
Czechoslovakia,Brazil,-0.6583333333333334,0.5192307692307692,-0.30641025641025654,0.8,0
Hungary,Switzerland,1.3551136363636365,-0.006628787878787845,0.13541666666666669,-0.5999999999999999,1
Switzerland,Hungary,-1.3551136363636365,0.006628787878787845,-0.13541666666666669,0.5999999999999999,0
Sweden,Cuba,-0.05797101449275366,-2.5,0.01449275362318836,-0.8666666666666667,1
Cuba,Sweden,0.05797101449275366,2.5,-0.01449275362318836,0.8666666666666667,0
Italy,France,-0.25444149479273026,-0.2756789871349805,0.06759240351235446,-0.6000000000000001,1
France,Italy,0.25444149479273026,0.2756789871349805,-0.06759240351235446,0.6000000000000001,0
Brazil,Czechoslovakia,0.6583333333333334,-0.5192307692307692,0.30641025641025654,-0.8,1
Czechoslovakia,Brazil,-0.6583333333333334,0.5192307692307692,-0.30641025641025654,0.8,0
Hungary,Sweden,1.110054347826087,0.28125,0.12092391304347833,0.0,1
Sweden,Hungary,-1.110054347826087,-0.28125,-0.12092391304347833,0.0,0
Italy,Brazil,-0.5828313253012047,-0.05305838739573687,-0.13090824837812798,0.19999999999999996,1
Brazil,Italy,0.5828313253012047,0.05305838739573687,0.13090824837812798,-0.19999999999999996,0
Brazil,Sweden,0.5163043478260869,-0.5192307692307692,0.32525083612040145,0.3999999999999999,1
Sweden,Brazil,-0.5163043478260869,0.5192307692307692,-0.32525083612040145,-0.3999999999999999,0
Italy,Hungary,-1.1765813253012047,-0.853539156626506,0.07341867469879515,0.5999999999999999,1
Hungary,Italy,1.1765813253012047,0.853539156626506,-0.07341867469879515,-0.5999999999999999,0
Brazil,Mexico,1.0495283018867925,-0.7550798258345428,0.4089259796806967,0.19999999999999996,1
Mexico,Brazil,-1.0495283018867925,0.7550798258345428,-0.4089259796806967,-0.19999999999999996,0
England,Chile,0.0620723362658846,-0.5816226783968721,0.08602150537634407,-0.3999999999999999,1
Chile,England,-0.0620723362658846,0.5816226783968721,-0.08602150537634407,0.3999999999999999,0
Spain,USA,0.43810991268618404,-0.7601438109912688,0.24910118130457118,0.20000000000000018,1
USA,Spain,-0.43810991268618404,0.7601438109912688,-0.24910118130457118,-0.20000000000000018,0
Sweden,Italy,0.06652697747511782,0.572289156626506,-0.19434258774227348,-0.5999999999999999,1
Italy,Sweden,-0.06652697747511782,-0.572289156626506,0.19434258774227348,0.5999999999999999,0
Yugoslavia,Switzerland,0.25798525798525795,-0.5446355446355446,0.09909909909909909,-0.3999999999999999,1
Switzerland,Yugoslavia,-0.25798525798525795,0.5446355446355446,-0.09909909909909909,0.3999999999999999,0
Brazil,Switzerland,0.7613636363636365,-0.807109557109557,0.3397435897435898,-0.19999999999999996,0
Switzerland,Brazil,-0.7613636363636365,0.807109557109557,-0.3397435897435898,0.19999999999999996,0
Yugoslavia,Mexico,0.546149923508414,-0.49260581336053044,0.168281489036206,0.0,1
Mexico,Yugoslavia,-0.546149923508414,0.49260581336053044,-0.168281489036206,0.0,0
Spain,Chile,0.347200821777093,-0.3662044170518748,0.15819209039548027,0.40000000000000013,1
Chile,Spain,-0.347200821777093,0.3662044170518748,-0.15819209039548027,-0.40000000000000013,0
Sweden,Paraguay,0.4975845410628019,0.09259259259259256,0.08856682769726248,0.20000000000000007,0
Paraguay,Sweden,-0.4975845410628019,-0.09259259259259256,-0.08856682769726248,-0.20000000000000007,0
USA,England,-0.15298142717497565,0.9755620723362661,-0.17693059628543498,0.5999999999999999,1
England,USA,0.15298142717497565,-0.9755620723362661,0.17693059628543498,-0.5999999999999999,0
Brazil,Yugoslavia,0.5033783783783785,-0.26247401247401236,0.24064449064449073,0.19999999999999996,1
Yugoslavia,Brazil,-0.5033783783783785,0.26247401247401236,-0.24064449064449073,-0.19999999999999996,0
Spain,England,0.2851284855112084,0.2154182613449973,0.0721705850191362,0.8,1
England,Spain,-0.2851284855112084,-0.2154182613449973,-0.0721705850191362,-0.8,0
Italy,Paraguay,0.4310575635876841,-0.4796965640339135,0.28290941543953596,0.7999999999999999,1
Paraguay,Italy,-0.4310575635876841,0.4796965640339135,-0.28290941543953596,-0.7999999999999999,0
Uruguay,Bolivia,1.4019607843137254,-1.941176470588235,0.392156862745098,1.2,1
Bolivia,Uruguay,-1.4019607843137254,1.941176470588235,-0.392156862745098,-1.2,0
Switzerland,Mexico,0.288164665523156,0.0520297312750142,0.0691823899371069,0.3999999999999999,1
Mexico,Switzerland,-0.288164665523156,-0.0520297312750142,-0.0691823899371069,-0.3999999999999999,0
Chile,USA,0.09090909090909105,-0.39393939393939403,0.09090909090909091,-0.19999999999999996,1
USA,Chile,-0.09090909090909105,0.39393939393939403,-0.09090909090909091,0.19999999999999996,0
Uruguay,Spain,0.009305417082086764,0.2735127949484879,-0.0993685609837156,-0.20000000000000018,0
Spain,Uruguay,-0.009305417082086764,-0.2735127949484879,0.0993685609837156,0.20000000000000018,0
Brazil,Sweden,0.5163043478260869,-0.5192307692307692,0.32525083612040145,0.3999999999999999,1
Sweden,Brazil,-0.5163043478260869,0.5192307692307692,-0.32525083612040145,-0.3999999999999999,0
Brazil,Spain,0.5656779661016949,-0.13787483702737924,0.18155149934810955,-0.40000000000000013,1
Spain,Brazil,-0.5656779661016949,0.13787483702737924,-0.18155149934810955,0.40000000000000013,0
Uruguay,Sweden,-0.04006820119352117,-0.10784313725490202,0.044330775788576304,0.5999999999999999,1
Sweden,Uruguay,0.04006820119352117,0.10784313725490202,-0.044330775788576304,-0.5999999999999999,0
Sweden,Spain,0.04937361827560793,0.3813559322033899,-0.1436993367722919,-0.8,1
Spain,Sweden,-0.04937361827560793,-0.3813559322033899,0.1436993367722919,0.8,0
Uruguay,Brazil,-0.5563725490196081,0.41138763197586714,-0.28092006033182515,0.19999999999999996,1
Brazil,Uruguay,0.5563725490196081,-0.41138763197586714,0.28092006033182515,-0.19999999999999996,0
Uruguay,Czechoslovakia,0.10196078431372535,-0.10784313725490202,0.025490196078431393,-0.6000000000000001,1
Czechoslovakia,Uruguay,-0.10196078431372535,0.10784313725490202,-0.025490196078431393,0.6000000000000001,0
Austria,Scotland,0.39580209895052487,-0.16191904047976013,0.239880059970015,0.19999999999999996,1
Scotland,Austria,-0.39580209895052487,0.16191904047976013,-0.239880059970015,-0.19999999999999996,0
Brazil,Mexico,1.0495283018867925,-0.7550798258345428,0.4089259796806967,0.19999999999999996,1
Mexico,Brazil,-1.0495283018867925,0.7550798258345428,-0.4089259796806967,-0.19999999999999996,0
Yugoslavia,France,-0.17498854786990403,0.03985341273476872,-0.04214383875400829,-1.0,1
France,Yugoslavia,0.17498854786990403,-0.03985341273476872,0.04214383875400829,1.0,0
Germany FR,Turkey,0.11290322580645151,-0.45806451612903243,0.08064516129032262,0.19999999999999996,1
Turkey,Germany FR,-0.11290322580645151,0.45806451612903243,-0.08064516129032262,-0.19999999999999996,0
Hungary,Korea Republic,1.71875,-0.380040322580645,0.30745967741935487,-0.3999999999999999,1
Korea Republic,Hungary,-1.71875,0.380040322580645,-0.30745967741935487,0.3999999999999999,0
England,Belgium,0.005900865460267468,-0.7065302911093629,0.07789142407553107,-0.3999999999999999,0
Belgium,England,-0.005900865460267468,0.7065302911093629,-0.07789142407553107,0.3999999999999999,0
Switzerland,Italy,-0.17853231106243173,0.8601679445052939,-0.20883534136546184,0.0,1
Italy,Switzerland,0.17853231106243173,-0.8601679445052939,0.20883534136546184,0.0,0
Uruguay,Scotland,0.48167092924126154,-0.39045183290707586,0.21824381926683717,0.5999999999999999,1
Scotland,Uruguay,-0.48167092924126154,0.39045183290707586,-0.21824381926683717,-0.5999999999999999,0
Austria,Czechoslovakia,0.016091954022988686,0.1206896551724137,0.047126436781609216,-1.0,1
Czechoslovakia,Austria,-0.016091954022988686,-0.1206896551724137,-0.047126436781609216,1.0,0
France,Mexico,0.721138471378318,-0.5324592260952992,0.21042532779021428,1.0,1
Mexico,France,-0.721138471378318,0.5324592260952992,-0.21042532779021428,-1.0,0
Brazil,Yugoslavia,0.5033783783783785,-0.26247401247401236,0.24064449064449073,0.19999999999999996,0
Yugoslavia,Brazil,-0.5033783783783785,0.26247401247401236,-0.24064449064449073,-0.19999999999999996,0
Hungary,Germany FR,0.6058467741935485,0.5393145161290325,-0.11189516129032262,-0.5999999999999999,1
Germany FR,Hungary,-0.6058467741935485,-0.5393145161290325,0.11189516129032262,0.5999999999999999,0
Turkey,Korea Republic,1.0,-0.46129032258064506,0.33870967741935487,0.0,1
Korea Republic,Turkey,-1.0,0.46129032258064506,-0.33870967741935487,0.0,0
England,Switzerland,-0.08944281524926678,-0.8846529814271751,0.08602150537634407,-0.5999999999999999,1
Switzerland,England,0.08944281524926678,0.8846529814271751,-0.08602150537634407,0.5999999999999999,0
Italy,Belgium,0.273875991771966,-0.6820452541874817,0.20070526006464884,0.19999999999999996,1
Belgium,Italy,-0.273875991771966,0.6820452541874817,-0.20070526006464884,-0.19999999999999996,0
Germany FR,Turkey,0.11290322580645151,-0.45806451612903243,0.08064516129032262,0.19999999999999996,1
Turkey,Germany FR,-0.11290322580645151,0.45806451612903243,-0.08064516129032262,-0.19999999999999996,0
Switzerland,Italy,-0.17853231106243173,0.8601679445052939,-0.20883534136546184,0.0,1
Italy,Switzerland,0.17853231106243173,-0.8601679445052939,0.20883534136546184,0.0,0
Uruguay,England,0.29443390259329516,0.4889310562934852,-0.0271979759645794,0.5999999999999999,1
England,Uruguay,-0.29443390259329516,-0.4889310562934852,0.0271979759645794,-0.5999999999999999,0
Austria,Switzerland,0.11912225705329171,-0.16718913270637414,0.08045977011494249,-0.3999999999999999,1
Switzerland,Austria,-0.11912225705329171,0.16718913270637414,-0.08045977011494249,0.3999999999999999,0
Germany FR,Yugoslavia,0.49128160418483,-0.0013077593722756742,0.14821272885789022,0.3999999999999999,1
Yugoslavia,Germany FR,-0.49128160418483,0.0013077593722756742,-0.14821272885789022,-0.3999999999999999,0
Hungary,Brazil,0.59375,0.8004807692307692,-0.20432692307692313,-0.3999999999999999,1
Brazil,Hungary,-0.59375,-0.8004807692307692,0.20432692307692313,0.3999999999999999,0
Germany FR,Austria,0.6301446051167963,-0.3787541713014462,0.16685205784204682,0.3999999999999999,1
Austria,Germany FR,-0.6301446051167963,0.3787541713014462,-0.16685205784204682,-0.3999999999999999,0
Hungary,Uruguay,1.150122549019608,0.389093137254902,0.07659313725490202,-0.5999999999999999,1
Uruguay,Hungary,-1.150122549019608,-0.389093137254902,-0.07659313725490202,0.5999999999999999,0
Austria,Uruguay,-0.08586883029073666,0.22853279242731572,0.021636240703177823,-0.3999999999999999,1
Uruguay,Austria,0.08586883029073666,-0.22853279242731572,-0.021636240703177823,0.3999999999999999,0
Germany FR,Hungary,-0.6058467741935485,-0.5393145161290325,0.11189516129032262,0.5999999999999999,1
Hungary,Germany FR,0.6058467741935485,0.5393145161290325,-0.11189516129032262,-0.5999999999999999,0
Sweden,Mexico,0.5332239540607056,-0.23584905660377364,0.08367514356029526,-0.19999999999999996,1
Mexico,Sweden,-0.5332239540607056,0.23584905660377364,-0.08367514356029526,0.19999999999999996,0
Soviet Union,England,0.435483870967742,0.19354838709677424,0.06451612903225812,1.0,0
England,Soviet Union,-0.435483870967742,-0.19354838709677424,-0.06451612903225812,-1.0,0
Argentina,Germany FR,-0.4116045245077502,-0.1510263929618767,-0.035190615835777206,-0.3999999999999999,0
Germany FR,Argentina,0.4116045245077502,0.1510263929618767,0.035190615835777206,0.3999999999999999,1
Hungary,Wales,1.91875,0.98125,0.26875,0.0,0
Wales,Hungary,-1.91875,-0.98125,-0.26875,0.0,0
France,Paraguay,0.6854990583804144,-0.20401757689893296,0.2153170119271815,1.4,1
Paraguay,France,-0.6854990583804144,0.20401757689893296,-0.2153170119271815,-1.4,0
Yugoslavia,Scotland,0.5346650998824911,-0.5393654524089306,0.2585193889541716,0.19999999999999996,0
Scotland,Yugoslavia,-0.5346650998824911,0.5393654524089306,-0.2585193889541716,-0.19999999999999996,0
Brazil,Austria,0.6422413793103448,-0.6399204244031829,0.2592838196286473,0.19999999999999996,1
Austria,Brazil,-0.6422413793103448,0.6399204244031829,-0.2592838196286473,-0.19999999999999996,0
Northern Ireland,Czechoslovakia,-0.46666666666666656,0.26923076923076916,-0.1358974358974359,-1.0,1
Czechoslovakia,Northern Ireland,0.46666666666666656,-0.26923076923076916,0.1358974358974359,1.0,0
Brazil,England,0.8508064516129032,0.07754342431761807,0.25372208436724575,0.3999999999999999,0
England,Brazil,-0.8508064516129032,-0.07754342431761807,-0.25372208436724575,-0.3999999999999999,0
Mexico,Wales,0.2754716981132075,0.9358490566037736,0.0641509433962264,0.19999999999999996,0
Wales,Mexico,-0.2754716981132075,-0.9358490566037736,-0.0641509433962264,-0.19999999999999996,0
Paraguay,Scotland,0.024154589371980784,-0.3752012882447664,0.08534621578099838,-0.20000000000000007,1
Scotland,Paraguay,-0.024154589371980784,0.3752012882447664,-0.08534621578099838,0.20000000000000007,0
Yugoslavia,France,-0.17498854786990403,0.03985341273476872,-0.04214383875400829,-1.0,1
France,Yugoslavia,0.17498854786990403,-0.03985341273476872,0.04214383875400829,1.0,0
Soviet Union,Austria,0.2269187986651835,-0.5239154616240267,0.0700778642936597,0.8,1
Austria,Soviet Union,-0.2269187986651835,0.5239154616240267,-0.0700778642936597,-0.8,0
Germany FR,Czechoslovakia,0.646236559139785,-0.2580645161290325,0.21397849462365603,-0.6000000000000001,0
Czechoslovakia,Germany FR,-0.646236559139785,0.2580645161290325,-0.21397849462365603,0.6000000000000001,0
Argentina,Northern Ireland,0.7012987012987013,-0.6783216783216783,0.3146853146853147,0.0,1
Northern Ireland,Argentina,-0.7012987012987013,0.6783216783216783,-0.3146853146853147,0.0,0
Sweden,Hungary,-1.110054347826087,-0.28125,-0.12092391304347833,0.0,1
Hungary,Sweden,1.110054347826087,0.28125,0.12092391304347833,0.0,0
Sweden,Wales,0.808695652173913,0.7,0.14782608695652166,0.0,0
Wales,Sweden,-0.808695652173913,-0.7,-0.14782608695652166,0.0,0
Brazil,Soviet Union,0.41532258064516125,-0.11600496277915617,0.18920595533498763,-0.6000000000000001,1
Soviet Union,Brazil,-0.41532258064516125,0.11600496277915617,-0.18920595533498763,0.6000000000000001,0
Germany FR,Northern Ireland,1.1129032258064515,-0.5272952853598016,0.3498759305210919,0.3999999999999999,0
Northern Ireland,Germany FR,-1.1129032258064515,0.5272952853598016,-0.3498759305210919,-0.3999999999999999,0
Hungary,Mexico,1.6432783018867925,0.045400943396226356,0.2045990566037736,-0.19999999999999996,1
Mexico,Hungary,-1.6432783018867925,-0.045400943396226356,-0.2045990566037736,0.19999999999999996,0
Paraguay,Yugoslavia,-0.5105105105105103,0.16416416416416424,-0.1731731731731732,-0.4,0
Yugoslavia,Paraguay,0.5105105105105103,-0.16416416416416424,0.1731731731731732,0.4,0
France,Scotland,0.7096536477523951,-0.5792188651436994,0.3006632277081799,1.2,1
Scotland,France,-0.7096536477523951,0.5792188651436994,-0.3006632277081799,-1.2,0
England,Austria,-0.2085650723025585,-0.7174638487208009,0.005561735261401579,-0.19999999999999996,0
Austria,England,0.2085650723025585,0.7174638487208009,-0.005561735261401579,0.19999999999999996,0
Czechoslovakia,Argentina,-0.23463203463203475,0.40909090909090917,-0.17878787878787883,1.0,1
Argentina,Czechoslovakia,0.23463203463203475,-0.40909090909090917,0.17878787878787883,-1.0,0
Soviet Union,England,0.435483870967742,0.19354838709677424,0.06451612903225812,1.0,1
England,Soviet Union,-0.435483870967742,-0.19354838709677424,-0.06451612903225812,-1.0,0
Northern Ireland,Czechoslovakia,-0.46666666666666656,0.26923076923076916,-0.1358974358974359,-1.0,1
Czechoslovakia,Northern Ireland,0.46666666666666656,-0.26923076923076916,0.1358974358974359,1.0,0
Wales,Hungary,-1.91875,-0.98125,-0.26875,0.0,1
Hungary,Wales,1.91875,0.98125,0.26875,0.0,0
Brazil,Wales,1.325,0.1807692307692308,0.4730769230769231,0.3999999999999999,1
Wales,Brazil,-1.325,-0.1807692307692308,-0.4730769230769231,-0.3999999999999999,0
Germany FR,Yugoslavia,0.49128160418483,-0.0013077593722756742,0.14821272885789022,0.3999999999999999,1
Yugoslavia,Germany FR,-0.49128160418483,0.0013077593722756742,-0.14821272885789022,-0.3999999999999999,0
Sweden,Soviet Union,-0.10098176718092566,0.403225806451613,-0.13604488078541382,-1.0,1
Soviet Union,Sweden,0.10098176718092566,-0.403225806451613,0.13604488078541382,1.0,0
France,Northern Ireland,0.7966101694915255,-0.5658409387222947,0.24380704041721,1.0,1
Northern Ireland,France,-0.7966101694915255,0.5658409387222947,-0.24380704041721,-1.0,0
Sweden,Germany FR,-0.5042075736325384,0.2580645161290325,-0.23281907433380095,-0.5999999999999999,1
Germany FR,Sweden,0.5042075736325384,-0.2580645161290325,0.23281907433380095,0.5999999999999999,0
Brazil,France,0.3283898305084745,-0.22262059973924364,0.19850065189048244,-0.8,1
France,Brazil,-0.3283898305084745,0.22262059973924364,-0.19850065189048244,0.8,0
France,Germany FR,-0.316293056314926,-0.03854565336249305,-0.10606889010388193,0.6000000000000001,1
Germany FR,France,0.316293056314926,0.03854565336249305,0.10606889010388193,-0.6000000000000001,0
Brazil,Sweden,0.5163043478260869,-0.5192307692307692,0.32525083612040145,0.3999999999999999,1
Sweden,Brazil,-0.5163043478260869,0.5192307692307692,-0.32525083612040145,-0.3999999999999999,0
Uruguay,Colombia,0.1241830065359475,-0.10784313725490202,0.003267973856209083,-1.0,1
Colombia,Uruguay,-0.1241830065359475,0.10784313725490202,-0.003267973856209083,1.0,0
Brazil,Mexico,1.0495283018867925,-0.7550798258345428,0.4089259796806967,0.19999999999999996,1
Mexico,Brazil,-1.0495283018867925,0.7550798258345428,-0.4089259796806967,-0.19999999999999996,0
Argentina,Bulgaria,0.8551448551448552,-0.9475524475524475,0.4300699300699301,0.6,1
Bulgaria,Argentina,-0.8551448551448552,0.9475524475524475,-0.4300699300699301,-0.6,0
Chile,Switzerland,-0.15151515151515138,-0.303030303030303,0.0,-0.19999999999999996,1
Switzerland,Chile,0.15151515151515138,0.303030303030303,0.0,0.19999999999999996,0
Soviet Union,Yugoslavia,0.08805579773321726,-0.1464690496948562,0.0514385353095031,0.8,1
Yugoslavia,Soviet Union,-0.08805579773321726,0.1464690496948562,-0.0514385353095031,-0.8,0
Czechoslovakia,Spain,-0.09265536723163859,0.3813559322033899,-0.124858757062147,0.3999999999999999,1
Spain,Czechoslovakia,0.09265536723163859,-0.3813559322033899,0.124858757062147,-0.3999999999999999,0
Hungary,England,1.4445564516129032,0.8780241935483872,0.04939516129032262,0.0,1
England,Hungary,-1.4445564516129032,-0.8780241935483872,-0.04939516129032262,0.0,0
Germany FR,Italy,0.5707345511076563,0.31422464049747356,0.03847648659152747,0.0,0
Italy,Germany FR,-0.5707345511076563,-0.31422464049747356,-0.03847648659152747,0.0,0
Yugoslavia,Uruguay,0.05299417064122958,-0.14891361950185478,0.04027556968733442,-0.3999999999999999,1
Uruguay,Yugoslavia,-0.05299417064122958,0.14891361950185478,-0.04027556968733442,0.3999999999999999,0
Brazil,Czechoslovakia,0.6583333333333334,-0.5192307692307692,0.30641025641025654,-0.8,0
Czechoslovakia,Brazil,-0.6583333333333334,0.5192307692307692,-0.30641025641025654,0.8,0
